province,date_report,cases,cumulative_cases
Alberta,15-01-2020,0,0
Alberta,16-01-2020,0,0
Alberta,17-01-2020,0,0
Alberta,18-01-2020,0,0
Alberta,19-01-2020,0,0
Alberta,20-01-2020,0,0
Alberta,21-01-2020,0,0
Alberta,22-01-2020,0,0
Alberta,23-01-2020,0,0
Alberta,24-01-2020,0,0
Alberta,25-01-2020,0,0
Alberta,26-01-2020,0,0
Alberta,27-01-2020,0,0
Alberta,28-01-2020,0,0
Alberta,29-01-2020,0,0
Alberta,30-01-2020,0,0
Alberta,31-01-2020,0,0
Alberta,01-02-2020,0,0
Alberta,02-02-2020,0,0
Alberta,03-02-2020,0,0
Alberta,04-02-2020,0,0
Alberta,05-02-2020,0,0
Alberta,06-02-2020,0,0
Alberta,07-02-2020,0,0
Alberta,08-02-2020,0,0
Alberta,09-02-2020,0,0
Alberta,10-02-2020,0,0
Alberta,11-02-2020,0,0
Alberta,12-02-2020,0,0
Alberta,13-02-2020,0,0
Alberta,14-02-2020,0,0
Alberta,15-02-2020,0,0
Alberta,16-02-2020,0,0
Alberta,17-02-2020,0,0
Alberta,18-02-2020,0,0
Alberta,19-02-2020,0,0
Alberta,20-02-2020,0,0
Alberta,21-02-2020,0,0
Alberta,22-02-2020,0,0
Alberta,23-02-2020,0,0
Alberta,24-02-2020,0,0
Alberta,25-02-2020,0,0
Alberta,26-02-2020,0,0
Alberta,27-02-2020,0,0
Alberta,28-02-2020,0,0
Alberta,29-02-2020,0,0
Alberta,01-03-2020,0,0
Alberta,02-03-2020,0,0
Alberta,03-03-2020,0,0
Alberta,04-03-2020,0,0
Alberta,05-03-2020,1,1
Alberta,06-03-2020,0,1
Alberta,07-03-2020,1,2
Alberta,08-03-2020,1,3
Alberta,09-03-2020,4,7
Alberta,10-03-2020,9,16
Alberta,11-03-2020,7,23
Alberta,12-03-2020,3,26
Alberta,13-03-2020,8,34
Alberta,14-03-2020,22,56
Alberta,15-03-2020,11,67
Alberta,16-03-2020,24,91
Alberta,17-03-2020,11,102
Alberta,18-03-2020,29,131
Alberta,19-03-2020,32,163
Alberta,20-03-2020,46,209
Alberta,21-03-2020,35,244
Alberta,22-03-2020,47,291
Alberta,23-03-2020,53,344
Alberta,24-03-2020,68,412
Alberta,25-03-2020,63,475
Alberta,26-03-2020,51,526
Alberta,27-03-2020,85,611
Alberta,28-03-2020,54,665
Alberta,29-03-2020,34,699
Alberta,30-03-2020,40,739
Alberta,31-03-2020,132,871
Alberta,01-04-2020,108,979
Alberta,02-04-2020,122,1101
Alberta,03-04-2020,70,1171
Alberta,04-04-2020,60,1231
Alberta,05-04-2020,42,1273
Alberta,06-04-2020,33,1306
Alberta,07-04-2020,53,1359
Alberta,08-04-2020,33,1392
Alberta,09-04-2020,45,1437
Alberta,10-04-2020,49,1486
Alberta,11-04-2020,65,1551
Alberta,12-04-2020,68,1619
Alberta,13-04-2020,68,1687
Alberta,14-04-2020,126,1813
Alberta,15-04-2020,133,1946
Alberta,16-04-2020,146,2092
Alberta,17-04-2020,213,2305
Alberta,18-04-2020,187,2492
Alberta,19-04-2020,201,2693
Alberta,20-04-2020,183,2876
Alberta,21-04-2020,264,3140
Alberta,22-04-2020,294,3434
Alberta,23-04-2020,340,3774
Alberta,24-04-2020,232,4006
Alberta,25-04-2020,222,4228
Alberta,26-04-2020,203,4431
Alberta,27-04-2020,178,4609
Alberta,28-04-2020,248,4857
Alberta,29-04-2020,231,5088
Alberta,30-04-2020,222,5310
Alberta,01-05-2020,141,5451
Alberta,02-05-2020,112,5563
Alberta,03-05-2020,70,5633
Alberta,04-05-2020,78,5711
Alberta,05-05-2020,62,5773
Alberta,06-05-2020,65,5838
Alberta,07-05-2020,87,5925
Alberta,08-05-2020,77,6002
Alberta,09-05-2020,85,6087
Alberta,10-05-2020,71,6158
Alberta,11-05-2020,47,6205
Alberta,12-05-2020,70,6275
Alberta,13-05-2020,62,6337
Alberta,14-05-2020,61,6398
Alberta,15-05-2020,73,6471
Alberta,16-05-2020,54,6525
Alberta,17-05-2020,46,6571
Alberta,18-05-2020,38,6609
Alberta,19-05-2020,43,6652
Alberta,20-05-2020,27,6679
Alberta,21-05-2020,30,6709
Alberta,22-05-2020,27,6736
Alberta,23-05-2020,32,6768
Alberta,24-05-2020,29,6797
Alberta,25-05-2020,13,6810
Alberta,26-05-2020,19,6829
Alberta,27-05-2020,27,6856
Alberta,28-05-2020,28,6884
Alberta,29-05-2020,30,6914
Alberta,30-05-2020,20,6934
Alberta,31-05-2020,34,6968
Alberta,01-06-2020,21,6989
Alberta,02-06-2020,19,7008
Alberta,03-06-2020,18,7026
Alberta,04-06-2020,19,7045
Alberta,05-06-2020,37,7082
Alberta,06-06-2020,23,7105
Alberta,07-06-2020,33,7138
Alberta,08-06-2020,24,7162
Alberta,09-06-2020,38,7200
Alberta,10-06-2020,48,7248
Alberta,11-06-2020,43,7291
Alberta,12-06-2020,27,7318
Alberta,13-06-2020,35,7353
Alberta,14-06-2020,53,7406
Alberta,15-06-2020,36,7442
Alberta,16-06-2020,45,7487
Alberta,17-06-2020,46,7533
Alberta,18-06-2020,46,7579
Alberta,19-06-2020,47,7626
Alberta,20-06-2020,30,7656
Alberta,21-06-2020,33,7689
Alberta,22-06-2020,41,7730
Alberta,23-06-2020,45,7775
Alberta,24-06-2020,25,7800
Alberta,25-06-2020,36,7836
Alberta,26-06-2020,66,7902
Alberta,27-06-2020,37,7939
Alberta,28-06-2020,68,8007
Alberta,29-06-2020,44,8051
Alberta,30-06-2020,33,8084
Alberta,01-07-2020,64,8148
Alberta,02-07-2020,55,8203
Alberta,03-07-2020,30,8233
Alberta,04-07-2020,48,8281
Alberta,05-07-2020,48,8329
Alberta,06-07-2020,49,8378
Alberta,07-07-2020,44,8422
Alberta,08-07-2020,43,8465
Alberta,09-07-2020,74,8539
Alberta,10-07-2020,62,8601
Alberta,11-07-2020,90,8691
Alberta,12-07-2020,78,8769
Alberta,13-07-2020,87,8856
Alberta,14-07-2020,85,8941
Alberta,15-07-2020,115,9056
Alberta,16-07-2020,103,9159
Alberta,17-07-2020,168,9327
Alberta,18-07-2020,102,9429
Alberta,19-07-2020,88,9517
Alberta,20-07-2020,131,9648
Alberta,21-07-2020,136,9784
Alberta,22-07-2020,113,9897
Alberta,23-07-2020,116,10013
Alberta,24-07-2020,117,10130
Alberta,25-07-2020,98,10228
Alberta,26-07-2020,89,10317
Alberta,27-07-2020,81,10398
Alberta,28-07-2020,131,10529
Alberta,29-07-2020,118,10647
Alberta,30-07-2020,124,10771
Alberta,31-07-2020,99,10870
Alberta,01-08-2020,67,10937
Alberta,02-08-2020,73,11010
Alberta,03-08-2020,64,11074
Alberta,04-08-2020,94,11168
Alberta,05-08-2020,61,11229
Alberta,06-08-2020,128,11357
Alberta,07-08-2020,111,11468
Alberta,08-08-2020,97,11565
Alberta,09-08-2020,45,11610
Alberta,10-08-2020,86,11696
Alberta,11-08-2020,116,11812
Alberta,12-08-2020,72,11884
Alberta,13-08-2020,81,11965
Alberta,14-08-2020,104,12069
Alberta,15-08-2020,83,12152
Alberta,16-08-2020,95,12247
Alberta,17-08-2020,85,12332
Alberta,18-08-2020,81,12413
Alberta,19-08-2020,101,12514
Alberta,20-08-2020,140,12654
Alberta,21-08-2020,88,12742
Alberta,22-08-2020,103,12845
Alberta,23-08-2020,70,12915
Alberta,24-08-2020,73,12988
Alberta,25-08-2020,125,13113
Alberta,26-08-2020,104,13217
Alberta,27-08-2020,153,13370
Alberta,28-08-2020,142,13512
Alberta,29-08-2020,181,13693
Alberta,30-08-2020,109,13802
Alberta,31-08-2020,152,13954
Alberta,01-09-2020,109,14063
Alberta,02-09-2020,132,14195
Alberta,03-09-2020,157,14352
Alberta,04-09-2020,169,14521
Alberta,05-09-2020,168,14689
Alberta,06-09-2020,134,14823
Alberta,07-09-2020,147,14970
Alberta,08-09-2020,97,15067
Alberta,09-09-2020,113,15180
Alberta,10-09-2020,116,15296
Alberta,11-09-2020,115,15411
Alberta,12-09-2020,166,15577
Alberta,13-09-2020,137,15714
Alberta,14-09-2020,123,15837
Alberta,15-09-2020,170,16007
Alberta,16-09-2020,182,16189
Alberta,17-09-2020,125,16314
Alberta,18-09-2020,137,16451
Alberta,19-09-2020,120,16571
Alberta,20-09-2020,152,16723
Alberta,21-09-2020,156,16879
Alberta,22-09-2020,128,17007
Alberta,23-09-2020,129,17136
Alberta,24-09-2020,124,17260
Alberta,25-09-2020,175,17435
Alberta,26-09-2020,155,17590
Alberta,27-09-2020,121,17711
Alberta,28-09-2020,127,17838
Alberta,29-09-2020,175,18013
Alberta,30-09-2020,154,18167
Alberta,01-10-2020,147,18314
Alberta,02-10-2020,222,18536
Alberta,03-10-2020,195,18731
Alberta,04-10-2020,213,18944
Alberta,05-10-2020,206,19150
Alberta,06-10-2020,243,19393
Alberta,07-10-2020,218,19611
Alberta,08-10-2020,186,19797
Alberta,09-10-2020,258,20055
Alberta,10-10-2020,250,20305
Alberta,11-10-2020,241,20546
Alberta,12-10-2020,221,20767
Alberta,13-10-2020,242,21009
Alberta,14-10-2020,242,21251
Alberta,15-10-2020,319,21570
Alberta,16-10-2020,307,21877
Alberta,17-10-2020,225,22102
Alberta,18-10-2020,370,22472
Alberta,19-10-2020,324,22796
Alberta,20-10-2020,392,23188
Alberta,21-10-2020,436,23624
Alberta,22-10-2020,441,24065
Alberta,23-10-2020,389,24454
Alberta,24-10-2020,577,25031
Alberta,25-10-2020,499,25530
Alberta,26-10-2020,416,25946
Alberta,27-10-2020,407,26353
Alberta,28-10-2020,479,26832
Alberta,29-10-2020,614,27446
Alberta,30-10-2020,588,28034
Alberta,31-10-2020,524,28558
Alberta,01-11-2020,605,29163
Alberta,02-11-2020,571,29734
Alberta,03-11-2020,537,30271
Alberta,04-11-2020,771,31042
Alberta,05-11-2020,735,31777
Alberta,06-11-2020,825,32602
Alberta,07-11-2020,640,33242
Alberta,08-11-2020,630,33872
Alberta,09-11-2020,724,34596
Alberta,10-11-2020,676,35272
Alberta,11-11-2020,854,36126
Alberta,12-11-2020,896,37022
Alberta,13-11-2020,1017,38039
Alberta,14-11-2020,981,39020
Alberta,15-11-2020,852,39872
Alberta,16-11-2020,765,40637
Alberta,17-11-2020,729,41366
Alberta,18-11-2020,1102,42468
Alberta,19-11-2020,1140,43608
Alberta,20-11-2020,1333,44941
Alberta,21-11-2020,1562,46503
Alberta,22-11-2020,1527,48030
Alberta,23-11-2020,1120,49150
Alberta,24-11-2020,1271,50421
Alberta,25-11-2020,1084,51505
Alberta,26-11-2020,1228,52733
Alberta,27-11-2020,1714,54447
Alberta,28-11-2020,1593,56040
Alberta,29-11-2020,1709,57749
Alberta,30-11-2020,1317,59066
Alberta,01-12-2020,1695,60761
Alberta,02-12-2020,1851,62612
Alberta,03-12-2020,1794,64406
Alberta,04-12-2020,1879,66285
Alberta,05-12-2020,1828,68113
Alberta,06-12-2020,1725,69838
Alberta,07-12-2020,1794,71632
Alberta,08-12-2020,1494,73126
Alberta,09-12-2020,1596,74722
Alberta,10-12-2020,1745,76467
Alberta,11-12-2020,1597,78064
Alberta,12-12-2020,1709,79773
Alberta,13-12-2020,1865,81638
Alberta,14-12-2020,1342,82980
Alberta,15-12-2020,1287,84267
Alberta,16-12-2020,1592,85859
Alberta,17-12-2020,1461,87320
Alberta,18-12-2020,1368,88688
Alberta,19-12-2020,1306,89994
Alberta,20-12-2020,1251,91245
Alberta,21-12-2020,1052,92297
Alberta,22-12-2020,1336,93633
Alberta,23-12-2020,1130,94763
Alberta,24-12-2020,1240,96003
Alberta,25-12-2020,904,96907
Alberta,26-12-2020,486,97393
Alberta,27-12-2020,955,98348
Alberta,28-12-2020,896,99244
Alberta,29-12-2020,1364,100608
Alberta,30-12-2020,1263,101871
Alberta,31-12-2020,1360,103231
Alberta,01-01-2021,921,104152
Alberta,02-01-2021,466,104618
Alberta,03-01-2021,1138,105756
Alberta,04-01-2021,877,106633
Alberta,05-01-2021,1148,107781
Alberta,06-01-2021,966,108747
Alberta,07-01-2021,1177,109924
Alberta,08-01-2021,980,110904
Alberta,09-01-2021,809,111713
Alberta,10-01-2021,627,112340
Alberta,11-01-2021,675,113015
Alberta,12-01-2021,867,113882
Alberta,13-01-2021,966,114848
Alberta,14-01-2021,779,115627
Alberta,15-01-2021,702,116329
Alberta,16-01-2021,743,117072
Alberta,17-01-2021,461,117533
Alberta,18-01-2021,462,117995
Alberta,19-01-2021,670,118665
Alberta,20-01-2021,672,119337
Alberta,21-01-2021,642,119979
Alberta,22-01-2021,567,120546
Alberta,23-01-2021,451,120997
Alberta,24-01-2021,358,121355
Alberta,25-01-2021,362,121717
Alberta,26-01-2021,468,122185
Alberta,27-01-2021,473,122658
Alberta,28-01-2021,519,123177
Alberta,29-01-2021,388,123565
Alberta,30-01-2021,468,124033
Alberta,31-01-2021,351,124384
Alberta,01-02-2021,280,124664
Alberta,02-02-2021,456,125120
Alberta,03-02-2021,403,125523
Alberta,04-02-2021,394,125917
Alberta,05-02-2021,361,126278
Alberta,06-02-2021,351,126629
Alberta,07-02-2021,268,126897
Alberta,08-02-2021,220,127117
Alberta,09-02-2021,335,127452
Alberta,10-02-2021,348,127800
Alberta,11-02-2021,318,128118
Alberta,12-02-2021,301,128419
Alberta,13-02-2021,286,128705
Alberta,14-02-2021,244,128949
Alberta,15-02-2021,260,129209
Alberta,16-02-2021,286,129495
Alberta,17-02-2021,420,129915
Alberta,18-02-2021,331,130246
Alberta,19-02-2021,384,130630
Alberta,20-02-2021,327,130957
Alberta,21-02-2021,268,131225
Alberta,22-02-2021,277,131502
Alberta,23-02-2021,425,131927
Alberta,24-02-2021,404,132331
Alberta,25-02-2021,355,132686
Alberta,26-02-2021,413,133099
Alberta,27-02-2021,301,133400
Alberta,28-02-2021,287,133687
Alberta,01-03-2021,262,133949
Alberta,02-03-2021,400,134349
Alberta,03-03-2021,333,134682
Alberta,04-03-2021,408,135090
Alberta,05-03-2021,335,135425
Alberta,06-03-2021,306,135731
Alberta,07-03-2021,250,135981
Alberta,08-03-2021,250,136231
Alberta,09-03-2021,383,136614
Alberta,10-03-2021,405,137019
Alberta,11-03-2021,447,137466
Alberta,12-03-2021,426,137892
Alberta,13-03-2021,376,138268
Alberta,14-03-2021,362,138630
Alberta,15-03-2021,349,138979
Alberta,16-03-2021,507,139486
Alberta,17-03-2021,516,140002
Alberta,18-03-2021,669,140671
Alberta,19-03-2021,528,141199
Alberta,20-03-2021,545,141744
Alberta,21-03-2021,456,142200
Alberta,22-03-2021,481,142681
Alberta,23-03-2021,677,143358
Alberta,24-03-2021,762,144120
Alberta,25-03-2021,727,144847
Alberta,26-03-2021,655,145502
Alberta,27-03-2021,640,146142
Alberta,28-03-2021,540,146682
Alberta,29-03-2021,622,147304
Alberta,30-03-2021,895,148199
Alberta,31-03-2021,878,149077
Alberta,01-04-2021,1078,150155
Alberta,02-04-2021,1065,151220
Alberta,03-04-2021,936,152156
Alberta,04-04-2021,867,153023
Alberta,05-04-2021,930,153953
Alberta,06-04-2021,1364,155317
Alberta,07-04-2021,1414,156731
Alberta,08-04-2021,1533,158264
Alberta,09-04-2021,1281,159545
Alberta,10-04-2021,1171,160716
Alberta,11-04-2021,1096,161812
Alberta,12-04-2021,1052,162864
Alberta,13-04-2021,1433,164297
Alberta,14-04-2021,1649,165946
Alberta,15-04-2021,1605,167551
Alberta,16-04-2021,1501,169052
Alberta,17-04-2021,1474,170526
Alberta,18-04-2021,1355,171881
Alberta,19-04-2021,1349,173230
Alberta,20-04-2021,1728,174958
Alberta,21-04-2021,1841,176799
Alberta,22-04-2021,1671,178470
Alberta,23-04-2021,1512,179982
Alberta,24-04-2021,1444,181426
Alberta,25-04-2021,1492,182918
Alberta,26-04-2021,1547,184465
Alberta,27-04-2021,1835,186300
Alberta,28-04-2021,2066,188366
Alberta,29-04-2021,1996,190362
Alberta,30-04-2021,2410,192772
Alberta,01-05-2021,1701,194473
Alberta,02-05-2021,1971,196444
Alberta,03-05-2021,1792,198236
Alberta,04-05-2021,2282,200518
Alberta,05-05-2021,2183,202701
Alberta,06-05-2021,1943,204644
Alberta,07-05-2021,2050,206694
Alberta,08-05-2021,1583,208277
Alberta,09-05-2021,1570,209847
Alberta,10-05-2021,1511,211358
Alberta,11-05-2021,1813,213171
Alberta,12-05-2021,1591,214762
Alberta,13-05-2021,1485,216247
Alberta,14-05-2021,1238,217485
Alberta,15-05-2021,1132,218617
Alberta,16-05-2021,718,219335
Alberta,17-05-2021,918,220253
Alberta,18-05-2021,955,221208
Alberta,19-05-2021,829,222037
Alberta,20-05-2021,756,222793
Alberta,21-05-2021,635,223428
Alberta,22-05-2021,552,223980
Alberta,23-05-2021,447,224427
Alberta,24-05-2021,388,224815
Alberta,25-05-2021,407,225222
Alberta,26-05-2021,540,225762
Alberta,27-05-2021,538,226300
Alberta,28-05-2021,409,226709
Alberta,29-05-2021,397,227106
Alberta,30-05-2021,259,227365
Alberta,31-05-2021,213,227578
Alberta,01-06-2021,430,228008
Alberta,02-06-2021,309,228317
Alberta,03-06-2021,240,228557
Alberta,04-06-2021,298,228855
Alberta,05-06-2021,232,229087
Alberta,06-06-2021,159,229246
Alberta,07-06-2021,141,229387
Alberta,08-06-2021,319,229706
Alberta,09-06-2021,171,229877
Alberta,10-06-2021,178,230055
Alberta,11-06-2021,176,230231
Alberta,12-06-2021,163,230394
Alberta,13-06-2021,129,230523
Alberta,14-06-2021,129,230652
Alberta,15-06-2021,145,230797
Alberta,16-06-2021,141,230938
Alberta,17-06-2021,118,231056
Alberta,18-06-2021,123,231179
Alberta,19-06-2021,86,231265
Alberta,20-06-2021,53,231318
Alberta,21-06-2021,67,231385
Alberta,22-06-2021,100,231485
Alberta,23-06-2021,80,231565
Alberta,24-06-2021,93,231658
Alberta,25-06-2021,77,231735
Alberta,26-06-2021,45,231780
Alberta,27-06-2021,40,231820
Alberta,28-06-2021,56,231876
Alberta,29-06-2021,75,231951
Alberta,30-06-2021,60,232011
Alberta,01-07-2021,36,232047
Alberta,02-07-2021,34,232081
Alberta,03-07-2021,52,232133
Alberta,04-07-2021,39,232172
Alberta,05-07-2021,36,232208
Alberta,06-07-2021,57,232265
Alberta,07-07-2021,49,232314
Alberta,08-07-2021,57,232371
Alberta,09-07-2021,36,232407
Alberta,10-07-2021,31,232438
Alberta,11-07-2021,29,232467
Alberta,12-07-2021,32,232499
Alberta,13-07-2021,34,232533
Alberta,14-07-2021,49,232582
Alberta,15-07-2021,52,232634
Alberta,16-07-2021,51,232685
Alberta,17-07-2021,40,232725
Alberta,18-07-2021,41,232766
Alberta,19-07-2021,61,232827
Alberta,20-07-2021,89,232916
Alberta,21-07-2021,95,233011
Alberta,22-07-2021,167,233178
Alberta,23-07-2021,145,233323
Alberta,24-07-2021,137,233460
Alberta,25-07-2021,92,233552
Alberta,26-07-2021,134,233686
Alberta,27-07-2021,205,233891
Alberta,28-07-2021,222,234113
Alberta,29-07-2021,196,234309
Alberta,30-07-2021,231,234540
Alberta,31-07-2021,223,234763
Alberta,01-08-2021,143,234906
Alberta,02-08-2021,123,235029
Alberta,03-08-2021,202,235231
Alberta,04-08-2021,394,235625
Alberta,05-08-2021,365,235990
Alberta,06-08-2021,391,236381
Alberta,07-08-2021,376,236757
Alberta,08-08-2021,240,236997
Alberta,09-08-2021,284,237281
Alberta,10-08-2021,504,237785
Alberta,11-08-2021,547,238332
Alberta,12-08-2021,581,238913
Alberta,13-08-2021,567,239480
Alberta,14-08-2021,449,239929
Alberta,15-08-2021,389,240318
Alberta,16-08-2021,409,240727
Alberta,17-08-2021,690,241417
Alberta,18-08-2021,809,242226
Alberta,19-08-2021,740,242966
Alberta,20-08-2021,811,243777
Alberta,21-08-2021,679,244456
Alberta,22-08-2021,469,244925
Alberta,23-08-2021,640,245565
Alberta,24-08-2021,1077,246642
Alberta,25-08-2021,1102,247744
Alberta,26-08-2021,1172,248916
Alberta,27-08-2021,1226,250142
Alberta,28-08-2021,955,251097
Alberta,29-08-2021,866,251963
Alberta,30-08-2021,915,252878
Alberta,31-08-2021,1341,254219
Alberta,01-09-2021,1339,255558
Alberta,02-09-2021,1413,256971
Alberta,03-09-2021,1310,258281
Alberta,04-09-2021,1448,259729
Alberta,05-09-2021,811,260540
Alberta,06-09-2021,1296,261836
Alberta,07-09-2021,1219,263055
Alberta,08-09-2021,1497,264552
Alberta,09-09-2021,1474,266026
Alberta,10-09-2021,1649,267675
Alberta,11-09-2021,1492,269167
Alberta,12-09-2021,1592,270759
Alberta,13-09-2021,1413,272172
Alberta,14-09-2021,1630,273802
Alberta,15-09-2021,1726,275528
Alberta,16-09-2021,2003,277531
Alberta,17-09-2021,1595,279126
Alberta,18-09-2021,1589,280715
Alberta,19-09-2021,1434,282149
Alberta,20-09-2021,1519,283668
Alberta,21-09-2021,1312,284980
Alberta,22-09-2021,1686,286666
Alberta,23-09-2021,1670,288336
Alberta,24-09-2021,1873,290209
Alberta,25-09-2021,1525,291734
Alberta,26-09-2021,1755,293489
Alberta,27-09-2021,1270,294759
Alberta,28-09-2021,1704,296463
Alberta,29-09-2021,1721,298184
Alberta,30-09-2021,1649,299833
Alberta,01-10-2021,1606,301439
Alberta,02-10-2021,1285,302724
Alberta,03-10-2021,1128,303852
Alberta,04-10-2021,696,304548
Alberta,05-10-2021,1262,305810
Alberta,06-10-2021,1245,307055
Alberta,07-10-2021,1267,308322
Alberta,08-10-2021,1086,309408
Alberta,09-10-2021,1041,310449
Alberta,10-10-2021,637,311086
Alberta,11-10-2021,602,311688
Alberta,12-10-2021,652,312340
Alberta,13-10-2021,930,313270
Alberta,14-10-2021,1044,314314
Alberta,15-10-2021,772,315086
Alberta,16-10-2021,795,315881
Alberta,17-10-2021,608,316489
Alberta,18-10-2021,531,317020
Alberta,19-10-2021,807,317827
Alberta,20-10-2021,773,318600
Alberta,21-10-2021,666,319266
Alberta,22-10-2021,704,319970
Alberta,23-10-2021,522,320492
Alberta,24-10-2021,366,320858
Alberta,25-10-2021,458,321316
Alberta,26-10-2021,626,321942
Alberta,27-10-2021,541,322483
Alberta,28-10-2021,607,323090
Alberta,29-10-2021,530,323620
Alberta,30-10-2021,339,323959
Alberta,31-10-2021,341,324300
Alberta,01-11-2021,326,324626
Alberta,02-11-2021,489,325115
Alberta,03-11-2021,540,325655
Alberta,04-11-2021,468,326123
Alberta,05-11-2021,590,326713
Alberta,06-11-2021,433,327146
Alberta,07-11-2021,287,327433
Alberta,08-11-2021,426,327859
Alberta,09-11-2021,500,328359
Alberta,10-11-2021,468,328827
Alberta,11-11-2021,376,329203
Alberta,12-11-2021,435,329638
Alberta,13-11-2021,357,329995
Alberta,14-11-2021,289,330284
Alberta,15-11-2021,321,330605
Alberta,16-11-2021,416,331021
Alberta,17-11-2021,388,331409
Alberta,18-11-2021,417,331826
Alberta,19-11-2021,472,332298
Alberta,20-11-2021,379,332677
Alberta,21-11-2021,270,332947
Alberta,22-11-2021,271,333218
Alberta,23-11-2021,473,333691
Alberta,24-11-2021,397,334088
Alberta,25-11-2021,363,334451
Alberta,26-11-2021,323,334774
Alberta,27-11-2021,251,335025
Alberta,28-11-2021,231,335256
Alberta,29-11-2021,231,335487
Alberta,30-11-2021,433,335920
Alberta,01-12-2021,364,336284
Alberta,02-12-2021,342,336626
Alberta,03-12-2021,347,336973
Alberta,04-12-2021,247,337220
Alberta,05-12-2021,184,337404
Alberta,06-12-2021,234,337638
Alberta,07-12-2021,384,338022
Alberta,08-12-2021,354,338376
Alberta,09-12-2021,344,338720
Alberta,10-12-2021,312,339032
Alberta,11-12-2021,259,339291
Alberta,12-12-2021,201,339492
Alberta,13-12-2021,276,339768
Alberta,14-12-2021,444,340212
Alberta,15-12-2021,467,340679
Alberta,16-12-2021,546,341225
Alberta,17-12-2021,619,341844
Alberta,18-12-2021,710,342554
Alberta,19-12-2021,563,343117
Alberta,20-12-2021,790,343907
Alberta,21-12-2021,1354,345261
Alberta,22-12-2021,1573,346834
Alberta,23-12-2021,1969,348803
Alberta,24-12-2021,2450,351253
Alberta,25-12-2021,1571,352824
Alberta,26-12-2021,687,353511
Alberta,27-12-2021,1377,354888
Alberta,28-12-2021,2769,357657
Alberta,29-12-2021,3969,361626
Alberta,30-12-2021,4344,365970
Alberta,31-12-2021,4337,370307
Alberta,01-01-2022,3197,373504
Alberta,02-01-2022,1957,375461
Alberta,03-01-2022,2935,378396
Alberta,04-01-2022,4680,383076
Alberta,05-01-2022,4753,387829
Alberta,06-01-2022,6125,393954
Alberta,07-01-2022,6113,400067
Alberta,08-01-2022,6149,406216
Alberta,09-01-2022,5310,411526
Alberta,10-01-2022,4622,416148
Alberta,11-01-2022,6761,422909
Alberta,12-01-2022,5846,428755
Alberta,13-01-2022,6229,434984
Alberta,14-01-2022,6090,441074
Alberta,15-01-2022,5345,446419
Alberta,16-01-2022,4131,450550
Alberta,17-01-2022,3514,454064
Alberta,18-01-2022,3769,457833
Alberta,19-01-2022,3628,461461
Alberta,20-01-2022,3681,465142
Alberta,21-01-2022,3872,469014
Alberta,22-01-2022,2616,471630
Alberta,23-01-2022,1686,473316
Alberta,24-01-2022,2836,476152
Alberta,25-01-2022,3338,479490
Alberta,26-01-2022,3229,482719
Alberta,27-01-2022,3074,485793
Alberta,28-01-2022,2946,488739
Alberta,29-01-2022,1823,490562
Alberta,30-01-2022,1733,492295
Alberta,31-01-2022,2013,494308
Alberta,01-02-2022,3034,497342
Alberta,02-02-2022,2473,499815
Alberta,03-02-2022,2089,501904
Alberta,04-02-2022,2021,503925
Alberta,05-02-2022,1374,505299
Alberta,06-02-2022,1121,506420
Alberta,07-02-2022,1536,507956
Alberta,08-02-2022,1799,509755
Alberta,09-02-2022,1462,511217
Alberta,10-02-2022,1403,512620
Alberta,11-02-2022,1099,513719
Alberta,12-02-2022,851,514570
Alberta,13-02-2022,634,515204
Alberta,14-02-2022,857,516061
Alberta,15-02-2022,1042,517103
Alberta,16-02-2022,960,518063
Alberta,17-02-2022,799,518862
Alberta,18-02-2022,739,519601
Alberta,19-02-2022,472,520073
Alberta,20-02-2022,465,520538
Alberta,21-02-2022,454,520992
Alberta,22-02-2022,752,521744
Alberta,23-02-2022,737,522481
Alberta,24-02-2022,657,523138
Alberta,25-02-2022,599,523737
Alberta,26-02-2022,466,524203
Alberta,27-02-2022,376,524579
Alberta,28-02-2022,517,525096
Alberta,01-03-2022,547,525643
Alberta,02-03-2022,634,526277
Alberta,03-03-2022,493,526770
Alberta,04-03-2022,424,527194
Alberta,05-03-2022,397,527591
Alberta,06-03-2022,284,527875
Alberta,07-03-2022,472,528347
Alberta,08-03-2022,539,528886
Alberta,09-03-2022,580,529466
Alberta,10-03-2022,470,529936
Alberta,11-03-2022,504,530440
Alberta,12-03-2022,395,530835
Alberta,13-03-2022,438,531273
Alberta,14-03-2022,475,531748
Alberta,15-03-2022,578,532326
Alberta,16-03-2022,568,532894
Alberta,17-03-2022,605,533499
Alberta,18-03-2022,564,534063
Alberta,19-03-2022,479,534542
Alberta,20-03-2022,343,534885
Alberta,21-03-2022,485,535370
Alberta,22-03-2022,769,536139
Alberta,23-03-2022,740,536879
Alberta,24-03-2022,819,537698
Alberta,25-03-2022,691,538389
Alberta,26-03-2022,529,538918
Alberta,27-03-2022,459,539377
Alberta,28-03-2022,570,539947
Alberta,29-03-2022,873,540820
Alberta,30-03-2022,867,541687
Alberta,31-03-2022,909,542596
Alberta,01-04-2022,859,543455
Alberta,02-04-2022,664,544119
Alberta,03-04-2022,520,544639
Alberta,04-04-2022,823,545462
Alberta,05-04-2022,1031,546493
Alberta,06-04-2022,1010,547503
Alberta,07-04-2022,919,548422
Alberta,08-04-2022,932,549354
Alberta,09-04-2022,822,550176
